user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GraphMB_1012	d__Bacteria;p__Desulfobacterota_F;c__DSWW01;o__DSWW01;f__DSWW01;g__S015-6;s__	N/A	N/A	N/A	N/A	N/A	GCA_015486285.1	95.0	d__Bacteria;p__Desulfobacterota_F;c__DSWW01;o__DSWW01;f__DSWW01;g__S015-6;s__S015-6 sp015486285	80.55	0.435	d__Bacteria;p__Desulfobacterota_F;c__DSWW01;o__DSWW01;f__DSWW01;g__S015-6;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	65.9	11	0.91867	N/A
GraphMB_15140	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__	ANI	classification based on placement in class-level tree	GCA_024762795.1, s__Lutimonas sp024762795, 95.0, 82.17, 0.471; GCA_003973375.1, s__Lutimonas sp003973375, 95.0, 80.79, 0.176; GCA_024644745.1, s__Lutimonas sp024644745, 95.0, 80.05, 0.235; GCA_016744615.1, s__Lutimonas sp016744615, 95.0, 80.03, 0.294; GCA_021648195.1, s__Lutimonas sp021648195, 95.0, 79.88, 0.118; GCA_024644725.1, s__Lutimonas sp024644725, 95.0, 79.73, 0.353; GCA_020347545.1, s__Lutimonas sp020347545, 95.0, 79.19, 0.176; GCA_021647985.1, s__Lutimonas sp021647985, 95.0, 79.17, 0.471; GCF_020171465.1, s__Lutimonas saemankumensis, 95.0, 78.74, 0.471; GCA_024229195.1, s__Lutimonas sp024229195, 95.0, 78.14, 0.294; GCA_905479625.1, s__Lutimonas sp905479625, 95.0, 77.69, 0.294	15.81	11	0.91083	Genome domain questionable ( 16.7% Bacterial, 11.3% Archaeal)
GraphMB_15505	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_903933815.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__67-14 sp903933815	79.98	0.58	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001897355.1, s__67-14 sp001897355, 95.0, 79.89, 0.561; GCA_017304845.1, s__67-14 sp017304845, 95.0, 79.84, 0.417; GCA_020438295.1, s__67-14 sp020438295, 95.0, 79.8, 0.54; GCA_016650125.1, s__67-14 sp016650125, 95.0, 79.51, 0.546; GCA_019694145.1, s__67-14 sp019694145, 95.0, 79.37, 0.438; GCA_016649615.1, s__67-14 sp016649615, 95.0, 79.16, 0.54; GCA_023436605.1, s__67-14 sp023436605, 95.0, 79.1, 0.463; GCA_020438425.1, s__67-14 sp020438425, 95.0, 79.09, 0.425; GCA_016712175.1, s__67-14 sp016712175, 95.0, 78.94, 0.485; GCA_023958085.1, s__67-14 sp023958085, 95.0, 78.85, 0.404; GCA_023434465.1, s__67-14 sp023434465, 95.0, 78.81, 0.399; GCA_018883025.1, s__67-14 sp018883025, 95.0, 78.7, 0.489; GCA_020636955.1, s__67-14 sp020636955, 95.0, 78.69, 0.385; GCA_020438355.1, s__67-14 sp020438355, 95.0, 78.59, 0.412; GCA_020438395.1, s__67-14 sp020438395, 95.0, 78.49, 0.417; GCA_903939845.1, s__67-14 sp903939845, 95.0, 78.43, 0.418; GCA_903891285.1, s__67-14 sp903891285, 95.0, 78.41, 0.467; GCA_020438345.1, s__67-14 sp020438345, 95.0, 77.77, 0.244	89.53	11	0.93451	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_1785	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__	N/A	N/A	N/A	N/A	N/A	GCA_024643255.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__Sva-07 sp024643255	88.44	0.667	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019090765.1, s__Sva-07 sp019090765, 95.0, 82.08, 0.333; GCA_015767405.1, s__Sva-07 sp015767405, 95.0, 79.87, 0.467	13.84	11	0.95989	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome domain questionable ( 15.0% Bacterial, 7.5% Archaeal)
GraphMB_18662	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	18.61	11	0.84265	Genome domain questionable ( 19.2% Bacterial, 11.3% Archaeal)
GraphMB_2942	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__Sulfomarinibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_014764485.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__Sulfomarinibacter;s__Sulfomarinibacter kjeldsenii	89.5	0.308	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__Sulfomarinibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022340665.1, s__Sulfomarinibacter sp022340665, 95.0, 82.99, 0.769	14.56	11	0.95178	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome domain questionable ( 15.8% Bacterial, 7.5% Archaeal)
GraphMB_3019_sub	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__	N/A	N/A	N/A	N/A	N/A	GCA_024642465.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__Anderseniella sp024642465	83.78	0.726	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900149695.1, s__Anderseniella sp900149695, 95.0, 79.45, 0.454; GCA_013041995.1, s__Anderseniella sp013041995, 95.0, 79.33, 0.272; GCA_024640405.1, s__Anderseniella sp024640405, 95.0, 78.17, 0.323	15.77	4	0.94232	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_3522	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_903933815.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__67-14 sp903933815	80.32	0.58	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001897355.1, s__67-14 sp001897355, 95.0, 79.76, 0.462; GCA_017304845.1, s__67-14 sp017304845, 95.0, 79.72, 0.364; GCA_020438295.1, s__67-14 sp020438295, 95.0, 79.6, 0.499; GCA_016650125.1, s__67-14 sp016650125, 95.0, 79.57, 0.443; GCA_016712175.1, s__67-14 sp016712175, 95.0, 79.33, 0.411; GCA_016649615.1, s__67-14 sp016649615, 95.0, 79.3, 0.525; GCA_019694145.1, s__67-14 sp019694145, 95.0, 79.3, 0.417; GCA_020438425.1, s__67-14 sp020438425, 95.0, 79.12, 0.398; GCA_023436605.1, s__67-14 sp023436605, 95.0, 78.98, 0.4; GCA_018883025.1, s__67-14 sp018883025, 95.0, 78.79, 0.477; GCA_023958085.1, s__67-14 sp023958085, 95.0, 78.76, 0.384; GCA_023434465.1, s__67-14 sp023434465, 95.0, 78.68, 0.385; GCA_020438395.1, s__67-14 sp020438395, 95.0, 78.67, 0.385; GCA_903939845.1, s__67-14 sp903939845, 95.0, 78.59, 0.409; GCA_903891285.1, s__67-14 sp903891285, 95.0, 78.5, 0.416; GCA_020636955.1, s__67-14 sp020636955, 95.0, 78.41, 0.401; GCA_020438355.1, s__67-14 sp020438355, 95.0, 78.4, 0.347; GCA_020438345.1, s__67-14 sp020438345, 95.0, 77.68, 0.3	58.39	11	0.94011	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_3539	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139225.1	95.0	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__WTBG01;s__WTBG01 sp013139225	76.95	0.104	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	56.74	11	0.80863	N/A
GraphMB_3658	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	39.98	11	0.70912	N/A
GraphMB_3682	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	37.66	11	0.70782	Genome has more than 11.7% of markers with multiple hits
GraphMB_3702	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	35.01	11	0.88936	Genome has more than 11.7% of markers with multiple hits
GraphMB_3747	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__	N/A	N/A	N/A	N/A	N/A	GCA_024643255.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__Sva-07 sp024643255	82.05	0.563	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_015767405.1, s__Sva-07 sp015767405, 95.0, 77.86, 0.268; GCA_019090765.1, s__Sva-07 sp019090765, 95.0, 77.5, 0.193	55.37	11	0.94794	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_3846	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__PFL25;s__	N/A	N/A	N/A	N/A	N/A	GCA_022865865.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__PFL25;s__PFL25 sp022865865	78.03	0.286	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__PFL25;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020349245.1, s__PFL25 sp020349245, 95.0, 76.49, 0.079; GCA_020346705.1, s__PFL25 sp020346705, 95.0, 75.98, 0.088	24.39	11	0.97036	N/A
GraphMB_3912	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	N/A	N/A	N/A	N/A	N/A	GCA_018224455.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__Desulfosarcina sp018224455	89.39	0.509	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020444075.1, s__Desulfosarcina sp020444075, 95.0, 84.89, 0.61; GCA_014237405.1, s__Desulfosarcina sp014237405, 95.0, 83.02, 0.48; GCA_002352605.1, s__Desulfosarcina sp002352605, 95.0, 81.37, 0.373; GCF_009688945.1, s__Desulfosarcina alkanivorans, 95.0, 81.33, 0.573; GCF_009688965.1, s__Desulfosarcina widdelii, 95.0, 78.9, 0.37; GCF_009689005.1, s__Desulfosarcina ovata, 95.0, 78.7, 0.292; GCF_001311845.1, s__Desulfosarcina cetonica, 95.0, 78.26, 0.239; GCA_002747175.1, s__Desulfosarcina sp002747175, 95.0, 77.52, 0.152	63.38	11	0.98443	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_4139	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	N/A	N/A	N/A	N/A	N/A	GCA_013042835.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__SZUA-36 sp013042835	78.42	0.347	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024277815.1, s__SZUA-36 sp024277815, 95.0, 78.87, 0.238; GCA_021772935.1, s__SZUA-36 sp021772935, 95.0, 78.04, 0.401; GCA_003233115.1, s__SZUA-36 sp003233115, 95.0, 77.86, 0.252; GCA_021772915.1, s__SZUA-36 sp021772915, 95.0, 77.68, 0.17; GCA_014238945.1, s__SZUA-36 sp014238945, 95.0, 77.06, 0.19	19.82	11	0.96529	N/A
GraphMB_4236_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	44.57	11	0.90396	N/A
GraphMB_4266	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	82.2	11	0.71293	N/A
GraphMB_4368	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__	N/A	N/A	N/A	N/A	N/A	GCA_015222915.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__GCA-2746365 sp015222915	77.53	0.255	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_913065105.1, s__GCA-2746365 sp913065105, 95.0, 78.53, 0.31; GCA_013041745.1, s__GCA-2746365 sp013041745, 95.0, 78.42, 0.311; GCA_022340645.1, s__GCA-2746365 sp022340645, 95.0, 78.01, 0.224; GCA_024278435.1, s__GCA-2746365 sp024278435, 95.0, 78.01, 0.28; GCA_015488295.1, s__GCA-2746365 sp015488295, 95.0, 78.0, 0.253; GCA_015222965.1, s__GCA-2746365 sp015222965, 95.0, 77.82, 0.201; GCA_011321985.1, s__GCA-2746365 sp011321985, 95.0, 77.79, 0.182; GCA_002746365.1, s__GCA-2746365 sp002746365, 95.0, 77.56, 0.173; GCA_013138755.1, s__GCA-2746365 sp013138755, 95.0, 77.53, 0.137; GCA_022712755.1, s__GCA-2746365 sp022712755, 95.0, 77.28, 0.164; GCA_024277705.1, s__GCA-2746365 sp024277705, 95.0, 77.22, 0.153; GCA_011051475.1, s__GCA-2746365 sp011051475, 95.0, 77.13, 0.152; GCA_002401185.1, s__GCA-2746365 sp002401185, 95.0, 76.97, 0.115; GCA_016764035.1, s__GCA-2746365 sp016764035, 95.0, 76.87, 0.118	71.02	11	0.92799	N/A
GraphMB_5043	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAFDCJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024277475.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAFDCJ01;s__JAFDCJ01 sp024277475	85.21	0.114	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAFDCJ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945787595.1, s__JAFDCJ01 sp945787595, 95.0, 82.32, 0.228; GCA_019310665.1, s__JAFDCJ01 sp019310665, 95.0, 79.4, 0.128; GCA_902749685.1, s__JAFDCJ01 sp902749685, 95.0, 78.51, 0.188; GCA_020345785.1, s__JAFDCJ01 sp020345785, 95.0, 76.94, 0.06; GCA_019312835.1, s__JAFDCJ01 sp019312835, 95.0, 76.58, 0.101	18.05	11	0.97168	Genome domain questionable ( 19.2% Bacterial, 11.3% Archaeal)
GraphMB_5147	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__JAHEKZ01;f__JAHEKZ01;g__JAHEKZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__JAHEKZ01;f__JAHEKZ01;g__JAHEKZ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	97.4	11	0.92427	N/A
GraphMB_5515_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	14.2	11	0.91548	Genome domain questionable ( 15.0% Bacterial, 5.7% Archaeal)
GraphMB_8625	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_024644725.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__Lutimonas sp024644725	86.27	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_020171465.1, s__Lutimonas saemankumensis, 95.0, 82.2, 0.6; GCA_024229195.1, s__Lutimonas sp024229195, 95.0, 81.04, 0.2; GCA_016744615.1, s__Lutimonas sp016744615, 95.0, 80.9, 0.1; GCA_020347545.1, s__Lutimonas sp020347545, 95.0, 80.01, 0.5; GCA_905479625.1, s__Lutimonas sp905479625, 95.0, 79.88, 0.4; GCA_024762795.1, s__Lutimonas sp024762795, 95.0, 79.69, 0.3; GCA_021647985.1, s__Lutimonas sp021647985, 95.0, 79.39, 0.6; GCA_024644745.1, s__Lutimonas sp024644745, 95.0, 78.95, 0.3	13.03	11	0.97756	Genome domain questionable ( 13.3% Bacterial, 7.5% Archaeal);Genome not assigned to closest species as it falls outside its pre-defined ANI radius
