user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GraphMB_2773_sub	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__	N/A	N/A	N/A	N/A	N/A	GCA_024643255.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__Sva-07 sp024643255	82.2	0.695	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_015767405.1, s__Sva-07 sp015767405, 95.0, 78.02, 0.339; GCA_019090765.1, s__Sva-07 sp019090765, 95.0, 77.49, 0.276	43.16	11	0.95317	Genome has more than 38.3% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_2779_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	47.23	11	0.84472	Genome has more than 40.8% of markers with multiple hits
GraphMB_2782	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__SKKL01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__SKKL01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	41.63	11	0.7148	Genome has more than 10.0% of markers with multiple hits
GraphMB_2819	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139225.1	95.0	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__WTBG01;s__WTBG01 sp013139225	76.98	0.064	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	32.67	11	0.81082	N/A
GraphMB_2861	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	47.25	11	0.88807	Genome has more than 11.7% of markers with multiple hits
GraphMB_2867	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	27.81	11	0.90727	N/A
GraphMB_2944	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	45.88	11	0.8351	N/A
GraphMB_3140_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SG8-30;s__	N/A	N/A	N/A	N/A	N/A	GCA_018261655.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SG8-30;s__SG8-30 sp018261655	81.41	0.537	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SG8-30;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001303245.1, s__SG8-30 sp001303245, 95.0, 80.02, 0.395; GCA_024642505.1, s__SG8-30 sp024642505, 95.0, 79.54, 0.468	44.57	11	0.95317	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_3344	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	N/A	N/A	N/A	N/A	N/A	GCA_016744875.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp016744875	82.24	0.601	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_023955225.1, s__Sulfurovum sp023955225, 95.0, 84.22, 0.725; GCF_019972115.1, s__Sulfurovum sp019972115, 95.0, 82.69, 0.614; GCF_000296775.1, s__Sulfurovum sp000296775, 95.0, 81.5, 0.581; GCF_019972135.1, s__Sulfurovum sp019972135, 95.0, 81.34, 0.518; GCF_023213175.1, s__Sulfurovum sp023213175, 95.0, 81.19, 0.558; GCA_002733215.1, s__Sulfurovum sp002733215, 95.0, 79.93, 0.384; GCA_002085305.1, s__Sulfurovum sp002085305, 95.0, 79.91, 0.526; GCA_004377245.1, s__Sulfurovum sp004377245, 95.0, 79.88, 0.555; GCA_024637255.1, s__Sulfurovum sp024637255, 95.0, 79.61, 0.482; GCA_003646505.1, s__Sulfurovum sp003646505, 95.0, 79.51, 0.549; GCA_913055205.1, s__Sulfurovum sp913055205, 95.0, 79.3, 0.448; GCA_013607775.1, s__Sulfurovum sp013607775, 95.0, 79.23, 0.366; GCA_015661535.1, s__Sulfurovum sp015661535, 95.0, 78.98, 0.412; GCA_021159425.1, s__Sulfurovum sp021159425, 95.0, 78.83, 0.416; GCA_002733355.1, s__Sulfurovum sp002733355, 95.0, 78.73, 0.314; GCA_003934925.1, s__Sulfurovum sp003934925, 95.0, 78.68, 0.322; GCA_902727855.1, s__Sulfurovum sp902727855, 95.0, 78.58, 0.257; GCA_011330645.1, s__Sulfurovum sp011330645, 95.0, 78.4, 0.416; GCA_002281755.1, s__Sulfurovum sp002281755, 95.0, 78.37, 0.3; GCF_000987835.1, s__Sulfurovum lithotrophicum, 95.0, 78.14, 0.166; GCF_014931715.1, s__Sulfurovum indicum, 95.0, 78.12, 0.162; GCA_013139765.1, s__Sulfurovum sp013139765, 95.0, 78.12, 0.348; GCF_000010345.1, s__Sulfurovum sp000010345, 95.0, 78.06, 0.155; GCA_021647715.1, s__Sulfurovum sp021647715, 95.0, 78.01, 0.293; GCA_015663065.1, s__Sulfurovum sp015663065, 95.0, 78.0, 0.35; GCA_015661795.1, s__Sulfurovum sp015661795, 95.0, 77.94, 0.337; GCA_024762315.1, s__Sulfurovum sp024762315, 95.0, 77.87, 0.307; GCA_011391015.1, s__Sulfurovum sp011391015, 95.0, 77.65, 0.338; GCA_003978375.1, s__Sulfurovum sp003978375, 95.0, 77.51, 0.302; GCA_002742845.1, s__Sulfurovum sp002742845, 95.0, 77.42, 0.168; GCF_001595645.1, s__Sulfurovum riftiae, 95.0, 77.34, 0.176; GCA_020525365.1, s__Sulfurovum sp020525365, 95.0, 77.21, 0.166; GCA_015493435.1, s__Sulfurovum sp015493435, 95.0, 77.2, 0.14; GCA_021166685.1, s__Sulfurovum sp021166685, 95.0, 77.14, 0.144; GCA_020726105.1, s__Sulfurovum sp020726105, 95.0, 77.1, 0.258; GCA_014763885.1, s__Sulfurovum sp014763885, 95.0, 77.03, 0.162; GCA_024279555.1, s__Sulfurovum sp024279555, 95.0, 77.02, 0.109; GCA_011048515.1, s__Sulfurovum sp011048515, 95.0, 76.83, 0.132; GCA_014763895.1, s__Sulfurovum sp014763895, 95.0, 76.69, 0.175; GCA_015490315.1, s__Sulfurovum sp015490315, 95.0, 76.68, 0.115; GCA_002403155.1, s__Sulfurovum sp002403155, 95.0, 76.56, 0.119; GCA_020719895.1, s__Sulfurovum sp020719895, 95.0, 76.44, 0.087; GCA_015493425.1, s__Sulfurovum sp015493425, 95.0, 76.41, 0.101	58.43	11	0.98296	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 24.2% of markers with multiple hits
GraphMB_3433_sub	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8139;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8139;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	51.14	11	0.79549	Genome has more than 11.7% of markers with multiple hits
GraphMB_3589	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	55.87	11	0.84442	Genome has more than 27.5% of markers with multiple hits
GraphMB_3842	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	75.83	11	0.90377	Genome has more than 15.8% of markers with multiple hits
GraphMB_3899	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.2%)
GraphMB_4171_sub	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_903933815.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__67-14 sp903933815	80.0	0.603	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020438295.1, s__67-14 sp020438295, 95.0, 79.91, 0.538; GCA_001897355.1, s__67-14 sp001897355, 95.0, 79.88, 0.537; GCA_017304845.1, s__67-14 sp017304845, 95.0, 79.85, 0.392; GCA_016650125.1, s__67-14 sp016650125, 95.0, 79.62, 0.505; GCA_019694145.1, s__67-14 sp019694145, 95.0, 79.29, 0.427; GCA_016649615.1, s__67-14 sp016649615, 95.0, 79.16, 0.532; GCA_020438425.1, s__67-14 sp020438425, 95.0, 79.08, 0.393; GCA_023436605.1, s__67-14 sp023436605, 95.0, 79.05, 0.446; GCA_016712175.1, s__67-14 sp016712175, 95.0, 78.92, 0.457; GCA_023434465.1, s__67-14 sp023434465, 95.0, 78.84, 0.403; GCA_023958085.1, s__67-14 sp023958085, 95.0, 78.8, 0.375; GCA_020636955.1, s__67-14 sp020636955, 95.0, 78.73, 0.387; GCA_018883025.1, s__67-14 sp018883025, 95.0, 78.62, 0.489; GCA_020438395.1, s__67-14 sp020438395, 95.0, 78.6, 0.385; GCA_020438355.1, s__67-14 sp020438355, 95.0, 78.57, 0.379; GCA_903939845.1, s__67-14 sp903939845, 95.0, 78.45, 0.426; GCA_903891285.1, s__67-14 sp903891285, 95.0, 78.4, 0.465; GCA_020438345.1, s__67-14 sp020438345, 95.0, 77.67, 0.251	89.51	11	0.93445	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_4467	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	62.96	11	0.90478	N/A
GraphMB_835	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000316515.1, s__Cyanobium gracile, 95.0, 81.7, 0.551; GCA_003003925.1, s__Cyanobium minutissimum, 95.0, 81.66, 0.553; GCF_024345535.1, s__Cyanobium sp016882315, 95.2744, 81.52, 0.564; GCF_014698445.1, s__Cyanobium elabens, 95.0, 81.49, 0.563; GCA_002252675.1, s__Cyanobium sp002252675, 95.2744, 81.47, 0.567; GCF_019038415.1, s__Cyanobium sp019038415, 95.0, 81.4, 0.537; GCA_024958715.1, s__Cyanobium sp024958715, 95.0, 81.38, 0.568; GCF_024345515.1, s__Cyanobium sp024345515, 95.0, 81.36, 0.544; GCA_019038465.1, s__Cyanobium sp019038465, 95.0, 81.13, 0.531; GCA_019359745.1, s__Cyanobium saxicola, 95.0, 81.11, 0.542; GCF_024345975.1, s__Cyanobium sp024345975, 95.0, 81.1, 0.564; GCF_024346055.1, s__Cyanobium sp024346055, 95.0, 81.08, 0.543; GCA_000708525.1, s__Cyanobium sp000708525, 95.0, 81.0, 0.514; GCA_025127995.1, s__Cyanobium sp025127995, 95.0, 80.95, 0.488; GCA_024958655.1, s__Cyanobium sp024958655, 95.0, 80.93, 0.569; GCA_903917565.1, s__Cyanobium sp903917565, 95.0, 80.87, 0.503; GCF_024346455.1, s__Cyanobium sp024346455, 95.0, 80.85, 0.516; GCA_903882285.1, s__Cyanobium sp903882285, 95.0, 80.69, 0.579; GCF_015840715.1, s__Cyanobium sp015840715, 95.0, 80.35, 0.515; GCA_903907855.1, s__Cyanobium sp903907855, 95.0, 80.3, 0.487; GCA_014191755.1, s__Cyanobium sp014191755, 95.0, 80.17, 0.445; GCA_903935205.1, s__Cyanobium sp903935205, 95.0, 80.07, 0.458; GCA_903823115.1, s__Cyanobium sp903823115, 95.0, 80.06, 0.477; GCA_903934745.1, s__Cyanobium sp903934745, 95.0, 79.98, 0.491; GCA_903856805.1, s__Cyanobium sp903856805, 95.0, 79.32, 0.388; GCA_903858015.1, s__Cyanobium sp903858015, 95.0, 79.25, 0.457; GCA_903831165.1, s__Cyanobium sp903831165, 95.0, 78.77, 0.373; GCA_016882305.1, s__Cyanobium sp016882305, 95.0, 78.66, 0.32; GCA_945877115.1, s__Cyanobium sp945877115, 95.0, 78.0, 0.334	50.69	11	0.87858	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_9575	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAFDCJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024277475.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAFDCJ01;s__JAFDCJ01 sp024277475	86.25	0.5	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAFDCJ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945787595.1, s__JAFDCJ01 sp945787595, 95.0, 85.95, 0.75; GCA_019310665.1, s__JAFDCJ01 sp019310665, 95.0, 79.25, 0.583; GCA_902749685.1, s__JAFDCJ01 sp902749685, 95.0, 78.5, 0.583; GCA_019312835.1, s__JAFDCJ01 sp019312835, 95.0, 77.4, 0.417; GCA_020345785.1, s__JAFDCJ01 sp020345785, 95.0, 75.96, 0.333	14.84	11	0.96257	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome domain questionable ( 16.7% Bacterial, 7.5% Archaeal)
MaxBin2_bins.001_sub	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__Sulfomarinibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_022340665.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__Sulfomarinibacter;s__Sulfomarinibacter sp022340665	79.65	0.081	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__Sulfomarinibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_014764485.1, s__Sulfomarinibacter kjeldsenii, 95.0, 83.04, 0.065	29.85	11	0.95284	N/A
MaxBin2_bins.013_sub	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAHRAM01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_020027305.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAHRAM01;g__JAHRAM01;s__JAHRAM01 sp020027305	76.81	0.005	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAHRAM01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	39.42	11	0.68796	N/A
MaxBin2_bins.018	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	27.45	11	0.62985	N/A
MaxBin2_bins.021_sub	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__PFL25;s__	N/A	N/A	N/A	N/A	N/A	GCA_022865865.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__PFL25;s__PFL25 sp022865865	78.97	0.058	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__PFL25;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020346705.1, s__PFL25 sp020346705, 95.0, 76.1, 0.018; GCA_020349245.1, s__PFL25 sp020349245, 95.0, 75.31, 0.013	32.79	11	0.96321	N/A
