user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
904_sub	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_905479625.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__Lutimonas sp905479625	82.7	0.597	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024229195.1, s__Lutimonas sp024229195, 95.0, 80.12, 0.556; GCF_020171465.1, s__Lutimonas saemankumensis, 95.0, 78.44, 0.357; GCA_024644745.1, s__Lutimonas sp024644745, 95.0, 78.4, 0.281; GCA_020347545.1, s__Lutimonas sp020347545, 95.0, 77.85, 0.275; GCA_021648195.1, s__Lutimonas sp021648195, 95.0, 77.13, 0.039; GCA_016744615.1, s__Lutimonas sp016744615, 95.0, 76.99, 0.121; GCA_021647985.1, s__Lutimonas sp021647985, 95.0, 76.96, 0.121; GCA_024644725.1, s__Lutimonas sp024644725, 95.0, 76.88, 0.089; GCA_024762795.1, s__Lutimonas sp024762795, 95.0, 76.43, 0.091; GCA_003973375.1, s__Lutimonas sp003973375, 95.0, 76.18, 0.065	28.66	11	0.98612	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
966_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	51.5	11	0.84411	Genome has more than 12.5% of markers with multiple hits
CONCOCT.11_sub	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__JAHEEL01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024640745.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__JAHEEL01;s__JAHEEL01 sp024640745	78.84	0.531	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__JAHEEL01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_023336855.1, s__JAHEEL01 sp023336855, 95.0, 78.7, 0.376; GCA_024762335.1, s__JAHEEL01 sp024762335, 95.0, 77.88, 0.343	49.06	11	0.93002	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CONCOCT.32	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.98	11	0.88278	N/A
CONCOCT.48	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	49.41	11	0.8448	Genome has more than 37.5% of markers with multiple hits
CONCOCT.52_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__JABDQW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_020341835.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__JABDQW01;s__JABDQW01 sp020341835	78.85	0.102	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__JABDQW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013042055.1, s__JABDQW01 sp013042055, 95.0, 77.67, 0.078; GCA_021768055.1, s__JABDQW01 sp021768055, 95.0, 77.34, 0.082	28.0	11	0.94753	N/A
CONCOCT.61	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__JAHEKZ01;f__JAHEKZ01;g__JAHEKZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__JAHEKZ01;f__JAHEKZ01;g__JAHEKZ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	95.13	11	0.92484	N/A
bins.014_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__B30-G6;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__B30-G6;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	29.97	11	0.88921	N/A
bins.044_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	32.73	11	0.87568	Genome has more than 13.3% of markers with multiple hits
bins.053_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	26.69	11	0.86448	Genome has more than 10.0% of markers with multiple hits
bins.062_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2174_A;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2174_A;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	36.31	11	0.79657	Genome has more than 13.3% of markers with multiple hits
bins.077_sub	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139225.1	95.0	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__WTBG01;s__WTBG01 sp013139225	75.99	0.012	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	32.35	11	0.77712	N/A
bins.091_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	ANI	classification based on placement in class-level tree	GCA_018224455.1, s__Desulfosarcina sp018224455, 95.0, 80.01, 0.319; GCA_020444075.1, s__Desulfosarcina sp020444075, 95.0, 79.64, 0.399; GCA_014237405.1, s__Desulfosarcina sp014237405, 95.0, 79.47, 0.348; GCF_009688945.1, s__Desulfosarcina alkanivorans, 95.0, 79.29, 0.427; GCF_009688965.1, s__Desulfosarcina widdelii, 95.0, 78.86, 0.348; GCA_002352605.1, s__Desulfosarcina sp002352605, 95.0, 78.7, 0.201; GCF_009689005.1, s__Desulfosarcina ovata, 95.0, 78.36, 0.305; GCF_001311845.1, s__Desulfosarcina cetonica, 95.0, 77.76, 0.276; GCA_002747175.1, s__Desulfosarcina sp002747175, 95.0, 77.12, 0.103	32.15	11	0.92787	N/A
bins.100	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__	N/A	N/A	N/A	N/A	N/A	GCA_024642325.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__Eudoraea sp024642325	91.2	0.777	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905479615.1, s__Eudoraea sp905479615, 95.0, 82.33, 0.661; GCA_013042925.1, s__Eudoraea sp013042925, 95.0, 80.73, 0.543; GCF_000382125.1, s__Eudoraea adriatica, 95.0, 80.53, 0.607; GCA_020346245.1, s__Eudoraea sp020346245, 95.0, 80.01, 0.531	59.62	11	0.99137	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.102_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	34.02	11	0.89923	Genome has more than 48.3% of markers with multiple hits
bins.104	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	N/A	N/A	N/A	N/A	N/A	GCA_009937605.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__UBA1847 sp009937605	81.18	0.717	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024639825.1, s__UBA1847 sp024639825, 95.0, 78.72, 0.375; GCA_945787845.1, s__UBA1847 sp945787845, 95.0, 78.66, 0.389; GCA_024679535.1, s__UBA1847 sp024679535, 95.0, 78.47, 0.338; GCA_004282875.1, s__UBA1847 sp004282875, 95.0, 78.3, 0.361; GCA_022360335.1, s__UBA1847 sp022360335, 95.0, 78.01, 0.358; GCA_013042375.1, s__UBA1847 sp013042375, 95.0, 77.97, 0.413; GCA_945788625.1, s__UBA1847 sp945788625, 95.0, 77.53, 0.248; GCA_002685275.1, s__UBA1847 sp002685275, 95.0, 77.43, 0.014; GCA_021773155.1, s__UBA1847 sp021773155, 95.0, 77.36, 0.187; GCA_022600955.1, s__UBA1847 sp022600955, 95.0, 77.36, 0.135; GCA_022563255.1, s__UBA1847 sp022563255, 95.0, 77.33, 0.172; GCA_021773115.1, s__UBA1847 sp021773115, 95.0, 77.32, 0.143; GCA_021773095.1, s__UBA1847 sp021773095, 95.0, 77.19, 0.134; GCA_021773075.1, s__UBA1847 sp021773075, 95.0, 77.15, 0.109; GCA_013001045.1, s__UBA1847 sp013001045, 95.0, 77.13, 0.217; GCA_913063505.1, s__UBA1847 sp913063505, 95.0, 77.13, 0.135; GCA_013043165.1, s__UBA1847 sp013043165, 95.0, 77.06, 0.247; GCA_022567295.1, s__UBA1847 sp022567295, 95.0, 77.03, 0.157; GCA_022866645.1, s__UBA1847 sp022866645, 95.0, 76.99, 0.136; GCA_022573655.1, s__UBA1847 sp022573655, 95.0, 76.99, 0.152; GCA_021773035.1, s__UBA1847 sp021773035, 95.0, 76.94, 0.165; GCA_002338605.1, s__UBA1847 sp002338605, 95.0, 76.91, 0.129; GCA_021773055.1, s__UBA1847 sp021773055, 95.0, 76.9, 0.139; GCA_905480215.1, s__UBA1847 sp905480215, 95.0, 76.79, 0.103; GCA_018699395.1, s__UBA1847 sp018699395, 95.0, 76.76, 0.1; GCA_009937445.1, s__UBA1847 sp009937445, 95.0, 76.37, 0.133	84.85	11	0.97662	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.118	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__QNYZ01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003973265.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__QNYZ01;g__QNYZ01;s__QNYZ01 sp003973265	76.11	0.059	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__QNYZ01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	30.01	11	0.76978	N/A
bins.123_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	44.29	11	0.81004	N/A
bins.132	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_903933815.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__67-14 sp903933815	79.87	0.575	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020438295.1, s__67-14 sp020438295, 95.0, 80.01, 0.526; GCA_001897355.1, s__67-14 sp001897355, 95.0, 79.89, 0.547; GCA_017304845.1, s__67-14 sp017304845, 95.0, 79.87, 0.396; GCA_016650125.1, s__67-14 sp016650125, 95.0, 79.72, 0.502; GCA_019694145.1, s__67-14 sp019694145, 95.0, 79.46, 0.424; GCA_016649615.1, s__67-14 sp016649615, 95.0, 79.32, 0.513; GCA_020438425.1, s__67-14 sp020438425, 95.0, 79.25, 0.413; GCA_023436605.1, s__67-14 sp023436605, 95.0, 79.1, 0.446; GCA_016712175.1, s__67-14 sp016712175, 95.0, 79.0, 0.458; GCA_023434465.1, s__67-14 sp023434465, 95.0, 78.78, 0.386; GCA_023958085.1, s__67-14 sp023958085, 95.0, 78.74, 0.394; GCA_020636955.1, s__67-14 sp020636955, 95.0, 78.7, 0.365; GCA_018883025.1, s__67-14 sp018883025, 95.0, 78.62, 0.482; GCA_020438355.1, s__67-14 sp020438355, 95.0, 78.55, 0.398; GCA_020438395.1, s__67-14 sp020438395, 95.0, 78.5, 0.416; GCA_903939845.1, s__67-14 sp903939845, 95.0, 78.44, 0.419; GCA_903891285.1, s__67-14 sp903891285, 95.0, 78.42, 0.473; GCA_020438345.1, s__67-14 sp020438345, 95.0, 77.7, 0.253	79.21	11	0.92847	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.149	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.17	11	0.83737	N/A
bins.152	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024641825.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__JAAXQD01 sp024641825	94.59	0.5	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_012974475.1, s__JAAXQD01 sp012974475, 95.0, 89.52, 0.427; GCA_019314155.1, s__JAAXQD01 sp019314155, 95.0, 87.16, 0.375	33.15	11	0.99068	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.157	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	38.77	11	0.92451	Genome has more than 10.8% of markers with multiple hits
bins.16	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.63	11	0.84679	N/A
bins.23	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	N/A	N/A	N/A	N/A	N/A	GCA_022340485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__UBA9214 sp022340485	80.78	0.676	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905479705.1, s__UBA9214 sp905479705, 95.0, 79.4, 0.49; GCA_905480305.1, s__UBA9214 sp905480305, 95.0, 79.39, 0.372; GCA_003454335.1, s__UBA9214 sp003454335, 95.0, 78.05, 0.373; GCA_013041945.1, s__UBA9214 sp013041945, 95.0, 77.93, 0.245; GCA_905480065.1, s__UBA9214 sp905480065, 95.0, 77.21, 0.289	88.08	11	0.94806	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
