user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
CONCOCT_CONCOCT.86_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__DYRB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_020718945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__DYRB01;s__DYRB01 sp020718945	81.36	0.416	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__DYRB01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	42.14	11	0.9255	Genome has more than 20.8% of markers with multiple hits
GraphMB_1054	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__DYRB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_020718945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__DYRB01;s__DYRB01 sp020718945	84.16	0.417	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__DYRB01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	18.61	11	0.9385	Genome domain questionable ( 19.2% Bacterial, 11.3% Archaeal)
GraphMB_152	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	ANI	classification based on placement in class-level tree	GCA_024234675.1, s__Halioglobus sp024234675, 95.0, 80.01, 0.471; GCF_004745945.1, s__Halioglobus sp004745945, 95.0, 79.76, 0.297; GCA_002699145.1, s__Halioglobus sp002699145, 95.0, 79.67, 0.321; GCA_024234735.1, s__Halioglobus sp024234735, 95.0, 79.65, 0.424; GCA_009937575.1, s__Halioglobus sp009937575, 95.0, 79.45, 0.337; GCA_024234855.1, s__Halioglobus sp024234855, 95.0, 79.44, 0.383; GCA_024642265.1, s__Halioglobus sp024642265, 95.0, 79.15, 0.361; GCF_003457605.1, s__Halioglobus sediminis, 95.0, 79.13, 0.342; GCA_020443345.1, s__Halioglobus sp020443345, 95.0, 78.93, 0.342; GCA_024640505.1, s__Halioglobus sp024640505, 95.0, 78.84, 0.377; GCA_024642245.1, s__Halioglobus sp024642245, 95.0, 78.68, 0.344; GCA_024234815.1, s__Halioglobus sp024234815, 95.0, 78.48, 0.259; GCF_004354085.1, s__Halioglobus unica, 95.0, 78.43, 0.272; GCA_003646415.1, s__Halioglobus sp003646415, 95.0, 78.22, 0.287; GCA_003646405.1, s__Halioglobus sp003646405, 95.0, 78.01, 0.303; GCA_020443425.1, s__Halioglobus sp020443425, 95.0, 77.94, 0.244; GCA_016704305.1, s__Halioglobus sp016704305, 95.0, 77.93, 0.202; GCF_008370495.1, s__Halioglobus sp008370495, 95.0, 77.84, 0.266; GCF_001983995.1, s__Halioglobus japonicus, 95.0, 77.71, 0.186; GCA_024686215.1, s__Halioglobus sp024686215, 95.0, 77.39, 0.252; GCF_002866825.1, s__Halioglobus lutimaris, 95.0, 77.38, 0.172; GCF_009388985.1, s__Halioglobus maricola, 95.0, 77.3, 0.159; GCA_905480565.1, s__Halioglobus sp905480565, 95.0, 77.21, 0.085; GCA_024742415.1, s__Halioglobus sp024742415, 95.0, 77.19, 0.142; GCA_020443325.1, s__Halioglobus sp020443325, 95.0, 77.12, 0.171; GCA_902705825.1, s__Halioglobus japonicus_A, 95.0, 76.88, 0.111; GCA_000156295.1, s__Halioglobus sp000156295, 95.0, 76.81, 0.085; GCA_024224435.1, s__Halioglobus sp024224435, 95.0, 76.77, 0.089; GCA_015222725.1, s__Halioglobus sp015222725, 95.0, 76.46, 0.111; GCA_002862985.1, s__Halioglobus sp002862985, 95.0, 76.39, 0.078; GCA_013214285.1, s__Halioglobus sp013214285, 95.0, 76.32, 0.085; GCA_018657645.1, s__Halioglobus sp018657645, 95.0, 76.31, 0.047; GCA_016744355.1, s__Halioglobus sp016744355, 95.0, 76.27, 0.05; GCA_913062625.1, s__Halioglobus sp913062625, 95.0, 76.03, 0.059; GCA_913061115.1, s__Halioglobus sp913061115, 95.0, 75.96, 0.066; GCA_002862465.1, s__Halioglobus sp002862465, 95.0, 75.81, 0.033	50.71	11	0.91818	N/A
GraphMB_2022	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	N/A	N/A	N/A	N/A	N/A	GCA_006227875.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__M0029 sp006227875	76.63	0.144	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	91.1	11	0.85526	N/A
GraphMB_204	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__QNYZ01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003973265.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__QNYZ01;g__QNYZ01;s__QNYZ01 sp003973265	76.14	0.041	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__QNYZ01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	69.26	11	0.76146	N/A
GraphMB_2280	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__	ANI	classification based on placement in class-level tree	GCA_017882325.1, s__CAIXSE01 sp017882325, 95.0, 80.06, 0.374; GCA_903912585.1, s__CAIXSE01 sp903912585, 95.0, 79.85, 0.328; GCA_903862845.1, s__CAIXSE01 sp903862845, 95.0, 79.7, 0.442; GCA_012719015.1, s__CAIXSE01 sp012719015, 95.0, 79.58, 0.349; GCA_903927755.1, s__CAIXSE01 sp903927755, 95.0, 79.44, 0.411; GCA_012514235.1, s__CAIXSE01 sp012514235, 95.0, 79.23, 0.359; GCA_903921965.1, s__CAIXSE01 sp903921965, 95.0, 79.05, 0.289	55.07	11	0.94316	N/A
GraphMB_235	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__JAFDFO01;s__	N/A	N/A	N/A	N/A	N/A	GCA_019309815.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__JAFDFO01;s__JAFDFO01 sp019309815	76.13	0.072	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__JAFDFO01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020347085.1, s__JAFDFO01 sp020347085, 95.0, 76.31, 0.065	28.58	11	0.91093	N/A
GraphMB_254_sub	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__	N/A	N/A	N/A	N/A	N/A	GCA_024642465.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__Anderseniella sp024642465	83.97	0.694	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900149695.1, s__Anderseniella sp900149695, 95.0, 79.36, 0.467; GCA_013041995.1, s__Anderseniella sp013041995, 95.0, 78.98, 0.327; GCA_024640405.1, s__Anderseniella sp024640405, 95.0, 78.08, 0.314	12.71	4	0.96414	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_286	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002;s__BM002 sp002899795	GCA_002899795.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002;s__BM002 sp002899795	97.52	0.719	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GraphMB_290	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	38.41	11	0.90264	Genome has more than 17.5% of markers with multiple hits
GraphMB_321_sub	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__Sulfomarinibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_014764485.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__Sulfomarinibacter;s__Sulfomarinibacter kjeldsenii	85.22	0.76	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__Sulfomarinibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022340665.1, s__Sulfomarinibacter sp022340665, 95.0, 78.53, 0.368	42.11	11	0.96827	Genome has more than 23.3% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_332	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__PFL25;s__	N/A	N/A	N/A	N/A	N/A	GCA_022865865.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__PFL25;s__PFL25 sp022865865	78.25	0.265	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__PFL25;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020349245.1, s__PFL25 sp020349245, 95.0, 76.45, 0.095; GCA_020346705.1, s__PFL25 sp020346705, 95.0, 76.09, 0.102	56.23	11	0.96993	N/A
GraphMB_336_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JAHEFT01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024640025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JAHEFT01;s__JAHEFT01 sp024640025	81.31	0.573	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JAHEFT01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013001885.1, s__JAHEFT01 sp013001885, 95.0, 78.75, 0.421	20.18	4	0.95977	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_370	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__B30-G6;g__B30-G6;s__	N/A	N/A	N/A	N/A	N/A	GCA_003647375.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__B30-G6;g__B30-G6;s__B30-G6 sp003647375	84.52	0.613	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__B30-G6;g__B30-G6;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024639645.1, s__B30-G6 sp024639645, 95.0, 83.28, 0.572	45.94	11	0.96566	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_377	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	ANI	classification based on placement in class-level tree	GCA_013138675.1, s__JAACFB01 sp013138675, 95.0, 77.46, 0.096; GCA_945787435.1, s__JAACFB01 sp945787435, 95.0, 77.34, 0.099; GCA_024640305.1, s__JAACFB01 sp024640305, 95.0, 77.25, 0.111; GCA_009937615.1, s__JAACFB01 sp009937615, 95.0, 76.73, 0.12; GCA_011772865.1, s__JAACFB01 sp011772865, 95.0, 76.72, 0.11; GCA_022563195.1, s__JAACFB01 sp022563195, 95.0, 76.49, 0.111; GCA_022565135.1, s__JAACFB01 sp022565135, 95.0, 76.29, 0.069; GCA_022574185.1, s__JAACFB01 sp022574185, 95.0, 76.25, 0.105	51.4	11	0.92919	N/A
GraphMB_426	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
GraphMB_437_sub	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__	N/A	N/A	N/A	N/A	N/A	GCA_003258405.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__Amaricoccus sp003258405	78.6	0.334	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020637615.1, s__Amaricoccus sp020637615, 95.0, 79.85, 0.43; GCA_017993425.1, s__Amaricoccus sp017993425, 95.0, 79.47, 0.464; GCA_003241785.1, s__Amaricoccus sp003241785, 95.0, 79.08, 0.44; GCA_017995835.1, s__Amaricoccus sp017995835, 95.0, 78.92, 0.397; GCF_006385685.1, s__Amaricoccus solimangrovi, 95.0, 78.91, 0.416; GCF_014201905.1, s__Amaricoccus macauensis, 95.0, 78.44, 0.37	48.66	11	0.9267	N/A
GraphMB_439_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	49.22	11	0.84014	N/A
GraphMB_43_sub	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JL08;s__	N/A	N/A	N/A	N/A	N/A	GCF_003352045.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JL08;s__JL08 sp003352045	86.24	0.845	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JL08;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	28.7	11	0.99282	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_446_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	70.17	11	0.90065	Genome has more than 19.2% of markers with multiple hits
GraphMB_454_sub	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_C;s__	ANI	classification based on placement in class-level tree	GCA_002279935.1, s__Hyphomicrobium_C sp002279935, 95.0, 79.28, 0.377; GCA_002928735.1, s__Hyphomicrobium_C sp002928735, 95.0, 79.13, 0.356; GCA_019751875.1, s__Hyphomicrobium_C sp019751875, 95.0, 78.96, 0.321; GCA_022841965.1, s__Hyphomicrobium_C sp022841965, 95.0, 78.45, 0.28; GCA_022844105.1, s__Hyphomicrobium_C sp001464285, 95.0, 78.32, 0.298; GCF_000383415.1, s__Hyphomicrobium_C zavarzinii, 95.0, 78.32, 0.216; GCF_900117455.1, s__Hyphomicrobium_C sp900117455, 95.0, 78.08, 0.21; GCF_000503895.1, s__Hyphomicrobium_C nitrativorans, 95.0, 78.04, 0.206; GCA_019744875.1, s__Hyphomicrobium_C sp019744875, 95.0, 77.99, 0.228; GCA_017304275.1, s__Hyphomicrobium_C sp017304275, 95.0, 77.88, 0.158; GCA_934555825.1, s__Hyphomicrobium_C sp934555825, 95.0, 77.87, 0.165; GCA_019137195.1, s__Hyphomicrobium_C sp019137195, 95.0, 77.82, 0.203; GCA_902826555.1, s__Hyphomicrobium_C sp902826555, 95.0, 77.66, 0.218; GCA_020852195.1, s__Hyphomicrobium_C sp020852195, 95.0, 77.53, 0.209; GCA_021813195.1, s__Hyphomicrobium_C sp021813195, 95.0, 76.83, 0.153	42.62	11	0.95779	Genome has more than 15.0% of markers with multiple hits
GraphMB_474_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__JABDQA01;s__	N/A	N/A	N/A	N/A	N/A	GCA_905479735.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__JABDQA01;s__JABDQA01 sp905479735	90.6	0.684	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__JABDQA01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024640625.1, s__JABDQA01 sp024640625, 95.0, 80.61, 0.528; GCA_013042475.1, s__JABDQA01 sp013042475, 95.0, 78.9, 0.407; GCA_022340565.1, s__JABDQA01 sp022340565, 95.0, 77.46, 0.241	41.13	11	0.98729	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_48	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	22.54	4	0.86655	N/A
