user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
CONCOCT_CONCOCT.67	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	N/A	N/A	N/A	N/A	N/A	GCA_009937605.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__UBA1847 sp009937605	81.27	0.716	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945787845.1, s__UBA1847 sp945787845, 95.0, 78.63, 0.386; GCA_024639825.1, s__UBA1847 sp024639825, 95.0, 78.56, 0.371; GCA_024679535.1, s__UBA1847 sp024679535, 95.0, 78.45, 0.345; GCA_004282875.1, s__UBA1847 sp004282875, 95.0, 78.33, 0.366; GCA_022360335.1, s__UBA1847 sp022360335, 95.0, 78.02, 0.356; GCA_013042375.1, s__UBA1847 sp013042375, 95.0, 77.82, 0.412; GCA_945788625.1, s__UBA1847 sp945788625, 95.0, 77.53, 0.252; GCA_002685275.1, s__UBA1847 sp002685275, 95.0, 77.43, 0.014; GCA_021773155.1, s__UBA1847 sp021773155, 95.0, 77.38, 0.187; GCA_013001045.1, s__UBA1847 sp013001045, 95.0, 77.33, 0.226; GCA_022600955.1, s__UBA1847 sp022600955, 95.0, 77.33, 0.131; GCA_013043165.1, s__UBA1847 sp013043165, 95.0, 77.32, 0.244; GCA_022563255.1, s__UBA1847 sp022563255, 95.0, 77.27, 0.172; GCA_021773115.1, s__UBA1847 sp021773115, 95.0, 77.26, 0.137; GCA_021773035.1, s__UBA1847 sp021773035, 95.0, 77.23, 0.157; GCA_022567295.1, s__UBA1847 sp022567295, 95.0, 77.18, 0.157; GCA_021773075.1, s__UBA1847 sp021773075, 95.0, 77.14, 0.113; GCA_022573655.1, s__UBA1847 sp022573655, 95.0, 77.1, 0.157; GCA_022866645.1, s__UBA1847 sp022866645, 95.0, 77.02, 0.137; GCA_021773095.1, s__UBA1847 sp021773095, 95.0, 76.95, 0.133; GCA_905480215.1, s__UBA1847 sp905480215, 95.0, 76.94, 0.101; GCA_021773055.1, s__UBA1847 sp021773055, 95.0, 76.92, 0.138; GCA_913063505.1, s__UBA1847 sp913063505, 95.0, 76.89, 0.139; GCA_002338605.1, s__UBA1847 sp002338605, 95.0, 76.87, 0.129; GCA_018699395.1, s__UBA1847 sp018699395, 95.0, 76.77, 0.113; GCA_009937445.1, s__UBA1847 sp009937445, 95.0, 76.42, 0.134	95.43	11	0.977	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CONCOCT_CONCOCT.83	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.51	11	0.84625	N/A
GraphMB_1025	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__DYRB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_020718945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__DYRB01;s__DYRB01 sp020718945	80.89	0.27	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__DYRB01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	20.36	11	0.93392	N/A
GraphMB_121	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	35.63	11	0.85971	N/A
GraphMB_137_sub	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	45.06	11	0.71089	Genome has more than 17.5% of markers with multiple hits
GraphMB_178_sub	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.3%)
GraphMB_224_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAFDCJ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAFDCJ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945787595.1, s__JAFDCJ01 sp945787595, 95.0, 85.07, 0.52; GCA_024277475.1, s__JAFDCJ01 sp024277475, 95.0, 84.27, 0.503; GCA_019310665.1, s__JAFDCJ01 sp019310665, 95.0, 82.7, 0.708; GCA_019312835.1, s__JAFDCJ01 sp019312835, 95.0, 80.78, 0.521; GCA_902749685.1, s__JAFDCJ01 sp902749685, 95.0, 79.39, 0.338; GCA_020345785.1, s__JAFDCJ01 sp020345785, 95.0, 77.53, 0.297	31.86	11	0.91735	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 58.3% of markers with multiple hits
GraphMB_250	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	N/A	N/A	N/A	N/A	N/A	GCA_022340485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__UBA9214 sp022340485	80.9	0.599	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905480305.1, s__UBA9214 sp905480305, 95.0, 79.74, 0.343; GCA_905479705.1, s__UBA9214 sp905479705, 95.0, 79.3, 0.45; GCA_003454335.1, s__UBA9214 sp003454335, 95.0, 78.1, 0.317; GCA_013041945.1, s__UBA9214 sp013041945, 95.0, 77.84, 0.239; GCA_905480065.1, s__UBA9214 sp905480065, 95.0, 77.26, 0.276	78.97	11	0.94622	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_260_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	N/A	N/A	N/A	N/A	N/A	GCA_022340485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__UBA9214 sp022340485	79.63	0.419	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905480305.1, s__UBA9214 sp905480305, 95.0, 79.25, 0.274; GCA_905479705.1, s__UBA9214 sp905479705, 95.0, 78.93, 0.334; GCA_003454335.1, s__UBA9214 sp003454335, 95.0, 78.32, 0.261; GCA_905480065.1, s__UBA9214 sp905480065, 95.0, 77.57, 0.183; GCA_013041945.1, s__UBA9214 sp013041945, 95.0, 77.49, 0.19	45.02	11	0.94906	Genome has more than 15.8% of markers with multiple hits
GraphMB_272_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__MADRE3;s__	N/A	N/A	N/A	N/A	N/A	GCA_004796425.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__MADRE3;s__MADRE3 sp004796425	76.9	0.066	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__MADRE3;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	51.38	11	0.88092	N/A
GraphMB_289_sub	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_C;s__	ANI	classification based on placement in class-level tree	GCA_002279935.1, s__Hyphomicrobium_C sp002279935, 95.0, 78.73, 0.267; GCA_019751875.1, s__Hyphomicrobium_C sp019751875, 95.0, 78.67, 0.261; GCA_002928735.1, s__Hyphomicrobium_C sp002928735, 95.0, 78.48, 0.26; GCA_022844105.1, s__Hyphomicrobium_C sp001464285, 95.0, 78.38, 0.247; GCA_022841965.1, s__Hyphomicrobium_C sp022841965, 95.0, 78.19, 0.213; GCF_000383415.1, s__Hyphomicrobium_C zavarzinii, 95.0, 78.0, 0.167; GCA_934555825.1, s__Hyphomicrobium_C sp934555825, 95.0, 77.91, 0.111; GCA_019744875.1, s__Hyphomicrobium_C sp019744875, 95.0, 77.84, 0.202; GCF_000503895.1, s__Hyphomicrobium_C nitrativorans, 95.0, 77.8, 0.174; GCF_900117455.1, s__Hyphomicrobium_C sp900117455, 95.0, 77.69, 0.162; GCA_019137195.1, s__Hyphomicrobium_C sp019137195, 95.0, 77.67, 0.171; GCA_902826555.1, s__Hyphomicrobium_C sp902826555, 95.0, 77.63, 0.162; GCA_017304275.1, s__Hyphomicrobium_C sp017304275, 95.0, 77.54, 0.136; GCA_020852195.1, s__Hyphomicrobium_C sp020852195, 95.0, 77.21, 0.172; GCA_021813195.1, s__Hyphomicrobium_C sp021813195, 95.0, 77.01, 0.124	37.3	11	0.95658	N/A
GraphMB_290	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	59.32	11	0.84026	N/A
GraphMB_310_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	N/A	N/A	N/A	N/A	N/A	GCA_024642265.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus sp024642265	84.82	0.639	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024234855.1, s__Halioglobus sp024234855, 95.0, 81.06, 0.521; GCA_024234675.1, s__Halioglobus sp024234675, 95.0, 80.65, 0.541; GCA_024642245.1, s__Halioglobus sp024642245, 95.0, 80.24, 0.473; GCA_024234815.1, s__Halioglobus sp024234815, 95.0, 79.92, 0.408; GCA_024234735.1, s__Halioglobus sp024234735, 95.0, 79.88, 0.45; GCA_009937575.1, s__Halioglobus sp009937575, 95.0, 78.99, 0.3; GCA_002699145.1, s__Halioglobus sp002699145, 95.0, 78.9, 0.264; GCF_003457605.1, s__Halioglobus sediminis, 95.0, 78.83, 0.305; GCF_004745945.1, s__Halioglobus sp004745945, 95.0, 78.67, 0.253; GCA_020443345.1, s__Halioglobus sp020443345, 95.0, 78.51, 0.338; GCA_024640505.1, s__Halioglobus sp024640505, 95.0, 78.26, 0.318; GCA_003646405.1, s__Halioglobus sp003646405, 95.0, 78.25, 0.318; GCA_003646415.1, s__Halioglobus sp003646415, 95.0, 78.19, 0.321; GCF_004354085.1, s__Halioglobus unica, 95.0, 78.12, 0.263; GCA_020443425.1, s__Halioglobus sp020443425, 95.0, 77.81, 0.267; GCA_024686215.1, s__Halioglobus sp024686215, 95.0, 77.67, 0.312; GCA_016704305.1, s__Halioglobus sp016704305, 95.0, 77.59, 0.198; GCA_020443325.1, s__Halioglobus sp020443325, 95.0, 77.46, 0.204; GCF_008370495.1, s__Halioglobus sp008370495, 95.0, 77.42, 0.241; GCF_001983995.1, s__Halioglobus japonicus, 95.0, 77.24, 0.187; GCF_002866825.1, s__Halioglobus lutimaris, 95.0, 77.19, 0.162; GCF_009388985.1, s__Halioglobus maricola, 95.0, 77.15, 0.157; GCA_902705825.1, s__Halioglobus japonicus_A, 95.0, 77.09, 0.126; GCA_024742415.1, s__Halioglobus sp024742415, 95.0, 76.7, 0.138; GCA_015222725.1, s__Halioglobus sp015222725, 95.0, 76.59, 0.138; GCA_000156295.1, s__Halioglobus sp000156295, 95.0, 76.52, 0.103; GCA_002862985.1, s__Halioglobus sp002862985, 95.0, 76.43, 0.09; GCA_905480565.1, s__Halioglobus sp905480565, 95.0, 76.43, 0.083; GCA_016744355.1, s__Halioglobus sp016744355, 95.0, 76.36, 0.075; GCA_913062625.1, s__Halioglobus sp913062625, 95.0, 76.28, 0.07; GCA_024224435.1, s__Halioglobus sp024224435, 95.0, 76.25, 0.101; GCA_013214285.1, s__Halioglobus sp013214285, 95.0, 76.08, 0.078; GCA_913061115.1, s__Halioglobus sp913061115, 95.0, 76.05, 0.086; GCA_002862465.1, s__Halioglobus sp002862465, 95.0, 76.01, 0.049; GCA_018657645.1, s__Halioglobus sp018657645, 95.0, 75.91, 0.055	35.51	11	0.9774	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 16.7% of markers with multiple hits
GraphMB_322_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__JABDQW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_020341835.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__JABDQW01;s__JABDQW01 sp020341835	78.98	0.4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__JABDQW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_021768055.1, s__JABDQW01 sp021768055, 95.0, 78.05, 0.298; GCA_013042055.1, s__JABDQW01 sp013042055, 95.0, 77.66, 0.219	40.7	11	0.94643	Genome has more than 29.2% of markers with multiple hits
GraphMB_333_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	55.91	11	0.81339	N/A
GraphMB_351_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	ANI	classification based on placement in class-level tree	GCA_018224455.1, s__Desulfosarcina sp018224455, 95.0, 88.03, 0.358; GCA_020444075.1, s__Desulfosarcina sp020444075, 95.0, 84.44, 0.427; GCA_014237405.1, s__Desulfosarcina sp014237405, 95.0, 82.22, 0.372; GCF_009688945.1, s__Desulfosarcina alkanivorans, 95.0, 81.59, 0.403; GCA_002352605.1, s__Desulfosarcina sp002352605, 95.0, 81.13, 0.252; GCF_009689005.1, s__Desulfosarcina ovata, 95.0, 79.09, 0.24; GCF_009688965.1, s__Desulfosarcina widdelii, 95.0, 78.97, 0.313; GCF_001311845.1, s__Desulfosarcina cetonica, 95.0, 78.39, 0.198; GCA_002747175.1, s__Desulfosarcina sp002747175, 95.0, 77.16, 0.086	27.75	11	0.93989	N/A
GraphMB_398_sub	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__PFL25;s__	N/A	N/A	N/A	N/A	N/A	GCA_022865865.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__PFL25;s__PFL25 sp022865865	77.97	0.193	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__PFL25;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020346705.1, s__PFL25 sp020346705, 95.0, 76.12, 0.06; GCA_020349245.1, s__PFL25 sp020349245, 95.0, 75.57, 0.057	19.82	11	0.97203	N/A
GraphMB_449_sub	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_903933815.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__67-14 sp903933815	80.04	0.465	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001897355.1, s__67-14 sp001897355, 95.0, 80.13, 0.523; GCA_020438295.1, s__67-14 sp020438295, 95.0, 79.8, 0.422; GCA_017304845.1, s__67-14 sp017304845, 95.0, 79.76, 0.392; GCA_016650125.1, s__67-14 sp016650125, 95.0, 79.65, 0.516; GCA_019694145.1, s__67-14 sp019694145, 95.0, 79.54, 0.428; GCA_016712175.1, s__67-14 sp016712175, 95.0, 79.25, 0.468; GCA_016649615.1, s__67-14 sp016649615, 95.0, 79.2, 0.431; GCA_023436605.1, s__67-14 sp023436605, 95.0, 79.19, 0.417; GCA_023958085.1, s__67-14 sp023958085, 95.0, 79.18, 0.385; GCA_020438425.1, s__67-14 sp020438425, 95.0, 79.07, 0.413; GCA_020636955.1, s__67-14 sp020636955, 95.0, 79.0, 0.359; GCA_903939845.1, s__67-14 sp903939845, 95.0, 78.99, 0.311; GCA_023434465.1, s__67-14 sp023434465, 95.0, 78.97, 0.352; GCA_018883025.1, s__67-14 sp018883025, 95.0, 78.74, 0.344; GCA_020438355.1, s__67-14 sp020438355, 95.0, 78.41, 0.394; GCA_903891285.1, s__67-14 sp903891285, 95.0, 78.33, 0.31; GCA_020438395.1, s__67-14 sp020438395, 95.0, 78.25, 0.38; GCA_020438345.1, s__67-14 sp020438345, 95.0, 77.64, 0.224	42.62	11	0.93686	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GraphMB_46_sub	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__	N/A	N/A	N/A	N/A	N/A	GCA_024643255.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__Sva-07 sp024643255	81.75	0.57	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_015767405.1, s__Sva-07 sp015767405, 95.0, 77.84, 0.247; GCA_019090765.1, s__Sva-07 sp019090765, 95.0, 77.46, 0.183	44.75	11	0.95298	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.0% of markers with multiple hits
