user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
CONCOCT.2_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__	N/A	N/A	N/A	N/A	N/A	GCA_024639005.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__41T-STBD-0c-01a sp024639005	78.29	0.148	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022340805.1, s__41T-STBD-0c-01a sp022340805, 95.0, 79.56, 0.202; GCA_024235315.1, s__41T-STBD-0c-01a sp024235315, 95.0, 78.64, 0.156; GCA_024235415.1, s__41T-STBD-0c-01a sp024235415, 95.0, 78.5, 0.143; GCA_024235395.1, s__41T-STBD-0c-01a sp024235395, 95.0, 78.47, 0.184; GCA_020445255.1, s__41T-STBD-0c-01a sp020445255, 95.0, 78.33, 0.167; GCA_002009425.1, s__41T-STBD-0c-01a sp002009425, 95.0, 78.11, 0.154; GCA_020445205.1, s__41T-STBD-0c-01a sp020445205, 95.0, 78.03, 0.128; GCA_020445315.1, s__41T-STBD-0c-01a sp020445315, 95.0, 77.5, 0.111; GCA_020445245.1, s__41T-STBD-0c-01a sp020445245, 95.0, 77.42, 0.143; GCA_020445165.1, s__41T-STBD-0c-01a sp020445165, 95.0, 77.3, 0.112	29.73	4	0.94003	N/A
bins.001	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__JAHEKZ01;f__JAHEKZ01;g__JAHEKZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__JAHEKZ01;f__JAHEKZ01;g__JAHEKZ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	92.33	11	0.92459	N/A
bins.013	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024641825.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__JAAXQD01 sp024641825	94.59	0.627	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_012974475.1, s__JAAXQD01 sp012974475, 95.0, 90.35, 0.559; GCA_019314155.1, s__JAAXQD01 sp019314155, 95.0, 87.74, 0.627	21.21	11	0.99043	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.052_sub	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_019637815.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__JAFMJV01 sp019637815	79.41	0.107	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017853275.1, s__JAFMJV01 sp017853275, 95.0, 79.57, 0.107	23.28	11	0.92859	N/A
bins.062_sub	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139225.1	95.0	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__WTBG01;s__WTBG01 sp013139225	77.58	0.012	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	24.19	11	0.79922	N/A
bins.104	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	ANI	classification based on placement in class-level tree	GCA_013138675.1, s__JAACFB01 sp013138675, 95.0, 78.74, 0.294; GCA_945787435.1, s__JAACFB01 sp945787435, 95.0, 78.17, 0.302; GCA_024640305.1, s__JAACFB01 sp024640305, 95.0, 77.48, 0.16; GCA_011772865.1, s__JAACFB01 sp011772865, 95.0, 77.36, 0.202; GCA_009937615.1, s__JAACFB01 sp009937615, 95.0, 77.04, 0.144; GCA_022574185.1, s__JAACFB01 sp022574185, 95.0, 76.75, 0.122; GCA_022565135.1, s__JAACFB01 sp022565135, 95.0, 76.47, 0.122; GCA_022563195.1, s__JAACFB01 sp022563195, 95.0, 76.42, 0.13	39.94	11	0.9357	N/A
bins.106_sub	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	39.9	11	0.6923	N/A
bins.108	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	N/A	N/A	N/A	N/A	N/A	GCA_006227965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__Robiginitalea sp006227965	76.79	0.144	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000024125.1, s__Robiginitalea biformata, 95.0, 76.79, 0.103; GCF_024006985.1, s__Robiginitalea sp024006985, 95.0, 76.78, 0.181; GCF_014243345.1, s__Robiginitalea sp014243345, 95.0, 76.56, 0.109; GCF_900115205.1, s__Robiginitalea myxolifaciens, 95.0, 76.52, 0.083; GCF_002198115.1, s__Robiginitalea sediminis, 95.0, 76.06, 0.122; GCA_024642005.1, s__Robiginitalea sp024642005, 95.0, 75.98, 0.098	55.11	11	0.97246	N/A
bins.109	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	46.1	11	0.83504	Genome has more than 35.0% of markers with multiple hits
bins.122	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__	N/A	N/A	N/A	N/A	N/A	GCA_024642325.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__Eudoraea sp024642325	91.41	0.766	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905479615.1, s__Eudoraea sp905479615, 95.0, 82.06, 0.63; GCF_000382125.1, s__Eudoraea adriatica, 95.0, 80.55, 0.66; GCA_013042925.1, s__Eudoraea sp013042925, 95.0, 80.28, 0.551; GCA_020346245.1, s__Eudoraea sp020346245, 95.0, 79.86, 0.568	64.31	11	0.99277	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.124	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_903933815.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__67-14 sp903933815	79.91	0.592	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020438295.1, s__67-14 sp020438295, 95.0, 79.98, 0.522; GCA_001897355.1, s__67-14 sp001897355, 95.0, 79.9, 0.552; GCA_017304845.1, s__67-14 sp017304845, 95.0, 79.84, 0.412; GCA_016650125.1, s__67-14 sp016650125, 95.0, 79.58, 0.524; GCA_019694145.1, s__67-14 sp019694145, 95.0, 79.23, 0.44; GCA_020438425.1, s__67-14 sp020438425, 95.0, 79.12, 0.402; GCA_016649615.1, s__67-14 sp016649615, 95.0, 79.12, 0.543; GCA_016712175.1, s__67-14 sp016712175, 95.0, 79.05, 0.473; GCA_023436605.1, s__67-14 sp023436605, 95.0, 79.02, 0.467; GCA_023958085.1, s__67-14 sp023958085, 95.0, 78.95, 0.39; GCA_023434465.1, s__67-14 sp023434465, 95.0, 78.86, 0.388; GCA_018883025.1, s__67-14 sp018883025, 95.0, 78.72, 0.477; GCA_020636955.1, s__67-14 sp020636955, 95.0, 78.61, 0.395; GCA_020438395.1, s__67-14 sp020438395, 95.0, 78.51, 0.409; GCA_020438355.1, s__67-14 sp020438355, 95.0, 78.48, 0.402; GCA_903891285.1, s__67-14 sp903891285, 95.0, 78.46, 0.473; GCA_903939845.1, s__67-14 sp903939845, 95.0, 78.42, 0.424; GCA_020438345.1, s__67-14 sp020438345, 95.0, 77.79, 0.261	87.96	11	0.93163	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.132	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	75.83	11	0.84726	N/A
bins.134_sub	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_C;s__	ANI	classification based on placement in class-level tree	GCA_002279935.1, s__Hyphomicrobium_C sp002279935, 95.0, 79.15, 0.197; GCA_002928735.1, s__Hyphomicrobium_C sp002928735, 95.0, 78.83, 0.252; GCA_019751875.1, s__Hyphomicrobium_C sp019751875, 95.0, 78.69, 0.227; GCA_022841965.1, s__Hyphomicrobium_C sp022841965, 95.0, 78.3, 0.221; GCA_022844105.1, s__Hyphomicrobium_C sp001464285, 95.0, 78.27, 0.224; GCF_900117455.1, s__Hyphomicrobium_C sp900117455, 95.0, 78.19, 0.13; GCF_000383415.1, s__Hyphomicrobium_C zavarzinii, 95.0, 77.9, 0.133; GCF_000503895.1, s__Hyphomicrobium_C nitrativorans, 95.0, 77.88, 0.141; GCA_019137195.1, s__Hyphomicrobium_C sp019137195, 95.0, 77.88, 0.145; GCA_019744875.1, s__Hyphomicrobium_C sp019744875, 95.0, 77.85, 0.145; GCA_017304275.1, s__Hyphomicrobium_C sp017304275, 95.0, 77.61, 0.176; GCA_934555825.1, s__Hyphomicrobium_C sp934555825, 95.0, 77.57, 0.156; GCA_902826555.1, s__Hyphomicrobium_C sp902826555, 95.0, 77.39, 0.149; GCA_021813195.1, s__Hyphomicrobium_C sp021813195, 95.0, 77.23, 0.088; GCA_020852195.1, s__Hyphomicrobium_C sp020852195, 95.0, 77.14, 0.151	43.56	11	0.95388	N/A
bins.17	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	N/A	N/A	N/A	N/A	N/A	GCA_009937605.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__UBA1847 sp009937605	81.24	0.694	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024639825.1, s__UBA1847 sp024639825, 95.0, 78.76, 0.361; GCA_945787845.1, s__UBA1847 sp945787845, 95.0, 78.6, 0.384; GCA_024679535.1, s__UBA1847 sp024679535, 95.0, 78.55, 0.339; GCA_004282875.1, s__UBA1847 sp004282875, 95.0, 78.22, 0.369; GCA_013042375.1, s__UBA1847 sp013042375, 95.0, 78.21, 0.405; GCA_022360335.1, s__UBA1847 sp022360335, 95.0, 77.9, 0.364; GCA_021773155.1, s__UBA1847 sp021773155, 95.0, 77.8, 0.186; GCA_945788625.1, s__UBA1847 sp945788625, 95.0, 77.53, 0.263; GCA_002685275.1, s__UBA1847 sp002685275, 95.0, 77.43, 0.014; GCA_022563255.1, s__UBA1847 sp022563255, 95.0, 77.38, 0.174; GCA_022600955.1, s__UBA1847 sp022600955, 95.0, 77.37, 0.134; GCA_021773095.1, s__UBA1847 sp021773095, 95.0, 77.36, 0.13; GCA_021773035.1, s__UBA1847 sp021773035, 95.0, 77.35, 0.169; GCA_013001045.1, s__UBA1847 sp013001045, 95.0, 77.3, 0.199; GCA_013043165.1, s__UBA1847 sp013043165, 95.0, 77.26, 0.241; GCA_022567295.1, s__UBA1847 sp022567295, 95.0, 77.25, 0.156; GCA_021773115.1, s__UBA1847 sp021773115, 95.0, 77.16, 0.15; GCA_021773075.1, s__UBA1847 sp021773075, 95.0, 77.14, 0.126; GCA_022866645.1, s__UBA1847 sp022866645, 95.0, 77.09, 0.129; GCA_905480215.1, s__UBA1847 sp905480215, 95.0, 77.08, 0.098; GCA_022573655.1, s__UBA1847 sp022573655, 95.0, 77.02, 0.159; GCA_018699395.1, s__UBA1847 sp018699395, 95.0, 76.96, 0.102; GCA_913063505.1, s__UBA1847 sp913063505, 95.0, 76.95, 0.137; GCA_021773055.1, s__UBA1847 sp021773055, 95.0, 76.85, 0.148; GCA_002338605.1, s__UBA1847 sp002338605, 95.0, 76.83, 0.122; GCA_009937445.1, s__UBA1847 sp009937445, 95.0, 76.51, 0.133	85.0	11	0.97391	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.24	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	N/A	N/A	N/A	N/A	N/A	GCA_018224455.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__Desulfosarcina sp018224455	89.53	0.631	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020444075.1, s__Desulfosarcina sp020444075, 95.0, 85.17, 0.599; GCA_014237405.1, s__Desulfosarcina sp014237405, 95.0, 83.41, 0.474; GCA_002352605.1, s__Desulfosarcina sp002352605, 95.0, 81.51, 0.446; GCF_009688945.1, s__Desulfosarcina alkanivorans, 95.0, 81.47, 0.573; GCF_009688965.1, s__Desulfosarcina widdelii, 95.0, 79.05, 0.383; GCF_009689005.1, s__Desulfosarcina ovata, 95.0, 78.88, 0.298; GCF_001311845.1, s__Desulfosarcina cetonica, 95.0, 78.06, 0.254; GCA_002747175.1, s__Desulfosarcina sp002747175, 95.0, 77.23, 0.173	57.1	11	0.9841	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.30	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	87.29	11	0.91673	N/A
bins.31	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	60.38	11	0.88327	N/A
bins.34	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	72.49	11	0.83846	N/A
bins.35	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__SZUA-442;s__	N/A	N/A	N/A	N/A	N/A	GCA_905480055.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__SZUA-442;s__SZUA-442 sp905480055	77.11	0.202	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__SZUA-442;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003235475.1, s__SZUA-442 sp003235475, 95.0, 77.59, 0.28	35.87	11	0.91827	N/A
bins.47	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	65.66	11	0.83547	Genome has more than 19.2% of markers with multiple hits
