user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
481_sub	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139225.1	95.0	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__WTBG01;s__WTBG01 sp013139225	77.06	0.18	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	33.82	11	0.80887	Genome has more than 19.2% of markers with multiple hits
483	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	N/A	N/A	N/A	N/A	N/A	GCA_006227875.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__M0029 sp006227875	76.88	0.142	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	66.0	11	0.85615	N/A
690	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	66.79	11	0.70132	N/A
CONCOCT.14_sub	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	41.95	11	0.70925	N/A
CONCOCT.16_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	N/A	N/A	N/A	N/A	N/A	GCA_024686215.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus sp024686215	77.85	0.255	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024234675.1, s__Halioglobus sp024234675, 95.0, 80.46, 0.454; GCA_024642265.1, s__Halioglobus sp024642265, 95.0, 80.44, 0.391; GCA_024234855.1, s__Halioglobus sp024234855, 95.0, 80.22, 0.386; GCA_024234735.1, s__Halioglobus sp024234735, 95.0, 80.18, 0.412; GCF_004745945.1, s__Halioglobus sp004745945, 95.0, 79.98, 0.305; GCA_002699145.1, s__Halioglobus sp002699145, 95.0, 79.88, 0.333; GCA_009937575.1, s__Halioglobus sp009937575, 95.0, 79.77, 0.318; GCA_024642245.1, s__Halioglobus sp024642245, 95.0, 79.58, 0.355; GCA_020443345.1, s__Halioglobus sp020443345, 95.0, 79.41, 0.309; GCF_003457605.1, s__Halioglobus sediminis, 95.0, 79.39, 0.321; GCA_024234815.1, s__Halioglobus sp024234815, 95.0, 79.02, 0.291; GCA_024640505.1, s__Halioglobus sp024640505, 95.0, 78.91, 0.345; GCF_004354085.1, s__Halioglobus unica, 95.0, 78.56, 0.276; GCA_003646405.1, s__Halioglobus sp003646405, 95.0, 78.51, 0.332; GCA_003646415.1, s__Halioglobus sp003646415, 95.0, 78.49, 0.31; GCA_020443425.1, s__Halioglobus sp020443425, 95.0, 78.39, 0.243; GCA_016704305.1, s__Halioglobus sp016704305, 95.0, 78.07, 0.22; GCF_008370495.1, s__Halioglobus sp008370495, 95.0, 78.02, 0.267; GCF_001983995.1, s__Halioglobus japonicus, 95.0, 77.99, 0.178; GCF_009388985.1, s__Halioglobus maricola, 95.0, 77.77, 0.151; GCF_002866825.1, s__Halioglobus lutimaris, 95.0, 77.52, 0.183; GCA_020443325.1, s__Halioglobus sp020443325, 95.0, 77.37, 0.181; GCA_024742415.1, s__Halioglobus sp024742415, 95.0, 77.06, 0.146; GCA_000156295.1, s__Halioglobus sp000156295, 95.0, 77.05, 0.103; GCA_902705825.1, s__Halioglobus japonicus_A, 95.0, 77.05, 0.124; GCA_905480565.1, s__Halioglobus sp905480565, 95.0, 76.75, 0.102; GCA_018657645.1, s__Halioglobus sp018657645, 95.0, 76.66, 0.043; GCA_015222725.1, s__Halioglobus sp015222725, 95.0, 76.64, 0.127; GCA_016744355.1, s__Halioglobus sp016744355, 95.0, 76.63, 0.055; GCA_013214285.1, s__Halioglobus sp013214285, 95.0, 76.52, 0.078; GCA_024224435.1, s__Halioglobus sp024224435, 95.0, 76.52, 0.097; GCA_002862985.1, s__Halioglobus sp002862985, 95.0, 76.47, 0.081; GCA_913061115.1, s__Halioglobus sp913061115, 95.0, 76.41, 0.068; GCA_913062625.1, s__Halioglobus sp913062625, 95.0, 76.4, 0.06; GCA_002862465.1, s__Halioglobus sp002862465, 95.0, 76.3, 0.039	28.68	11	0.94095	N/A
CONCOCT.6	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.3%)
CONCOCT.8	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__JAHEKZ01;f__JAHEKZ01;g__JAHEKZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__JAHEKZ01;f__JAHEKZ01;g__JAHEKZ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	67.05	11	0.93037	Genome has more than 31.7% of markers with multiple hits
bins.020_sub	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	26.83	11	0.88849	N/A
bins.029_sub	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	32.43	11	0.66707	N/A
bins.049_sub	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	23.91	4	0.88864	N/A
bins.059_sub	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139225.1	95.0	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__WTBG01;s__WTBG01 sp013139225	77.46	0.015	d__Bacteria;p__Desulfobacterota_F;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	33.76	11	0.78858	Genome has more than 15.8% of markers with multiple hits
bins.10	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	N/A	N/A	N/A	N/A	N/A	GCA_018224455.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__Desulfosarcina sp018224455	89.65	0.712	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020444075.1, s__Desulfosarcina sp020444075, 95.0, 85.03, 0.651; GCA_014237405.1, s__Desulfosarcina sp014237405, 95.0, 83.32, 0.504; GCA_002352605.1, s__Desulfosarcina sp002352605, 95.0, 81.48, 0.522; GCF_009688945.1, s__Desulfosarcina alkanivorans, 95.0, 81.44, 0.606; GCF_009688965.1, s__Desulfosarcina widdelii, 95.0, 79.1, 0.409; GCF_009689005.1, s__Desulfosarcina ovata, 95.0, 78.94, 0.326; GCF_001311845.1, s__Desulfosarcina cetonica, 95.0, 78.08, 0.271; GCA_002747175.1, s__Desulfosarcina sp002747175, 95.0, 77.39, 0.223	74.42	11	0.98521	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.101	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_903933815.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__67-14 sp903933815	79.92	0.579	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020438295.1, s__67-14 sp020438295, 95.0, 79.96, 0.54; GCA_017304845.1, s__67-14 sp017304845, 95.0, 79.9, 0.397; GCA_001897355.1, s__67-14 sp001897355, 95.0, 79.84, 0.557; GCA_016650125.1, s__67-14 sp016650125, 95.0, 79.65, 0.521; GCA_019694145.1, s__67-14 sp019694145, 95.0, 79.22, 0.43; GCA_016649615.1, s__67-14 sp016649615, 95.0, 79.14, 0.525; GCA_023436605.1, s__67-14 sp023436605, 95.0, 79.06, 0.452; GCA_020438425.1, s__67-14 sp020438425, 95.0, 78.99, 0.41; GCA_016712175.1, s__67-14 sp016712175, 95.0, 78.95, 0.472; GCA_023958085.1, s__67-14 sp023958085, 95.0, 78.84, 0.388; GCA_023434465.1, s__67-14 sp023434465, 95.0, 78.79, 0.4; GCA_020636955.1, s__67-14 sp020636955, 95.0, 78.73, 0.384; GCA_018883025.1, s__67-14 sp018883025, 95.0, 78.69, 0.492; GCA_020438355.1, s__67-14 sp020438355, 95.0, 78.56, 0.398; GCA_020438395.1, s__67-14 sp020438395, 95.0, 78.45, 0.404; GCA_903939845.1, s__67-14 sp903939845, 95.0, 78.37, 0.423; GCA_903891285.1, s__67-14 sp903891285, 95.0, 78.33, 0.476; GCA_020438345.1, s__67-14 sp020438345, 95.0, 77.77, 0.254	86.67	11	0.93151	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.107	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	N/A	N/A	N/A	N/A	N/A	GCA_022340485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__UBA9214 sp022340485	80.83	0.647	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905480305.1, s__UBA9214 sp905480305, 95.0, 79.39, 0.349; GCA_905479705.1, s__UBA9214 sp905479705, 95.0, 79.28, 0.459; GCA_003454335.1, s__UBA9214 sp003454335, 95.0, 78.36, 0.341; GCA_013041945.1, s__UBA9214 sp013041945, 95.0, 77.88, 0.239; GCA_905480065.1, s__UBA9214 sp905480065, 95.0, 77.08, 0.262	88.08	11	0.94787	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.110	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_C;s__	ANI	classification based on placement in class-level tree	GCA_002279935.1, s__Hyphomicrobium_C sp002279935, 95.0, 78.98, 0.358; GCA_002928735.1, s__Hyphomicrobium_C sp002928735, 95.0, 78.91, 0.433; GCA_019751875.1, s__Hyphomicrobium_C sp019751875, 95.0, 78.58, 0.37; GCA_022841965.1, s__Hyphomicrobium_C sp022841965, 95.0, 78.27, 0.399; GCA_022844105.1, s__Hyphomicrobium_C sp001464285, 95.0, 78.24, 0.369; GCF_900117455.1, s__Hyphomicrobium_C sp900117455, 95.0, 77.9, 0.22; GCA_017304275.1, s__Hyphomicrobium_C sp017304275, 95.0, 77.88, 0.252; GCA_019744875.1, s__Hyphomicrobium_C sp019744875, 95.0, 77.85, 0.206; GCF_000383415.1, s__Hyphomicrobium_C zavarzinii, 95.0, 77.79, 0.191; GCA_019137195.1, s__Hyphomicrobium_C sp019137195, 95.0, 77.75, 0.229; GCF_000503895.1, s__Hyphomicrobium_C nitrativorans, 95.0, 77.65, 0.214; GCA_902826555.1, s__Hyphomicrobium_C sp902826555, 95.0, 77.51, 0.21; GCA_020852195.1, s__Hyphomicrobium_C sp020852195, 95.0, 77.46, 0.215; GCA_934555825.1, s__Hyphomicrobium_C sp934555825, 95.0, 77.43, 0.21; GCA_021813195.1, s__Hyphomicrobium_C sp021813195, 95.0, 76.94, 0.151	51.22	11	0.96007	Genome has more than 22.5% of markers with multiple hits
bins.117	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__	ANI	classification based on placement in class-level tree	GCA_013041745.1, s__GCA-2746365 sp013041745, 95.0, 80.08, 0.415; GCA_015488295.1, s__GCA-2746365 sp015488295, 95.0, 78.28, 0.343; GCA_913065105.1, s__GCA-2746365 sp913065105, 95.0, 78.23, 0.341; GCA_015222965.1, s__GCA-2746365 sp015222965, 95.0, 78.01, 0.314; GCA_015222915.1, s__GCA-2746365 sp015222915, 95.0, 77.9, 0.345; GCA_011321985.1, s__GCA-2746365 sp011321985, 95.0, 77.9, 0.278; GCA_024278435.1, s__GCA-2746365 sp024278435, 95.0, 77.84, 0.376; GCA_022340645.1, s__GCA-2746365 sp022340645, 95.0, 77.74, 0.221; GCA_022712755.1, s__GCA-2746365 sp022712755, 95.0, 77.53, 0.206; GCA_002746365.1, s__GCA-2746365 sp002746365, 95.0, 77.4, 0.178; GCA_013138755.1, s__GCA-2746365 sp013138755, 95.0, 77.23, 0.219; GCA_011051475.1, s__GCA-2746365 sp011051475, 95.0, 77.18, 0.24; GCA_024277705.1, s__GCA-2746365 sp024277705, 95.0, 77.11, 0.212; GCA_002401185.1, s__GCA-2746365 sp002401185, 95.0, 76.84, 0.181; GCA_016764035.1, s__GCA-2746365 sp016764035, 95.0, 76.82, 0.153	67.41	11	0.91562	Genome has more than 10.8% of markers with multiple hits
bins.128_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	ANI	classification based on placement in class-level tree	GCA_013041945.1, s__UBA9214 sp013041945, 95.0, 78.56, 0.407; GCA_022340485.1, s__UBA9214 sp022340485, 95.0, 78.45, 0.296; GCA_905480305.1, s__UBA9214 sp905480305, 95.0, 78.43, 0.343; GCA_905479705.1, s__UBA9214 sp905479705, 95.0, 78.42, 0.385; GCA_905480065.1, s__UBA9214 sp905480065, 95.0, 78.39, 0.396; GCA_003454335.1, s__UBA9214 sp003454335, 95.0, 77.56, 0.282	38.91	11	0.87242	Genome has more than 35.0% of markers with multiple hits
bins.13	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	79.82	11	0.83751	N/A
bins.132	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.36	11	0.91646	N/A
bins.133_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAFDCJ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAFDCJ01;s__	ANI	classification based on placement in class-level tree	GCA_945787595.1, s__JAFDCJ01 sp945787595, 95.0, 84.5, 0.481; GCA_024277475.1, s__JAFDCJ01 sp024277475, 95.0, 83.79, 0.313; GCA_019310665.1, s__JAFDCJ01 sp019310665, 95.0, 79.36, 0.312; GCA_902749685.1, s__JAFDCJ01 sp902749685, 95.0, 79.05, 0.279; GCA_019312835.1, s__JAFDCJ01 sp019312835, 95.0, 78.21, 0.182; GCA_020345785.1, s__JAFDCJ01 sp020345785, 95.0, 77.1, 0.177	37.08	11	0.93744	Genome has more than 10.8% of markers with multiple hits
bins.1_sub	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.5%)
